gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,pagerank,betweenness,n_seed_payers,n_seed_upstream,component_id,depth,is_seed,truncated,verified_sink
100000008764654100,peripheral,1.0000,0,0.2702,"вход 1/26 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,26150,0,1,0,0.0000,0.000288089,0,0,1,1,3,false,false,true
100000005830339100,transit,0.5200,2,0.7733,"транзит: получил 476 тыс KZT от 5, отдал 339 тыс KZT на 1 (пропуск 71%); в течение 2 дней ушло 0%",5,1,476341,339251,12,1,0.7122,0.000361478,19.1667,0,2,0,3,false,false,false
100000002032323100,peripheral,1.0000,3,0.5291,"вход 1/300 тыс KZT, выход 1/1.1 млн KZT (пропуск 350%): признаков роли нет",1,1,300000,1050000,1,2,3.5000,0.000401716,99,0,1,0,3,false,false,false
100000008668099100,peripheral,1.0000,0,0.2228,"вход 1/16 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,15700,0,1,0,0.0000,0.00028647,0,0,1,1,3,false,false,true
100000008634520100,peripheral,1.0000,3,0.4520,"вход 1/90 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,90000,0,1,0,0.0000,0.000296866,0,0,3,0,3,false,false,true
100000002103448100,peripheral,1.0000,0,0.2741,"вход 1/27 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,27000,0,1,0,0.0000,0.000288221,0,0,1,1,3,false,false,true
100000005996909100,peripheral,1.0000,4,0.3059,"вход 1/6 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,5500,0,1,0,0.0000,0.000314435,0,0,2,0,3,false,false,true
100000007392365100,peripheral,0.8000,39,0.2995,"вход 1/10 тыс KZT, выход 6/1.8 млн KZT (пропуск 18367%): признаков роли нет",1,6,9613,1765600,1,9,183.6679,0.000284575,582,0,2,0,3,false,false,false
100000008279405100,peripheral,0.6000,5,0.4535,"вход 1/235 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,234738,0,2,0,0.0000,0.000331421,0,0,1,0,3,false,false,true
100000008343874100,peripheral,1.0000,5,0.6376,"вход 2/284 тыс KZT, выход 2/176 тыс KZT (пропуск 62%): признаков роли нет",2,2,283535,176400,2,5,0.6221,0.00030596,196,0,2,0,3,false,false,false
100000002548759100,terminal,0.7100,3,0.6821,"конечный получатель: получил 375 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,375000,0,2,0,0.0000,0.000306918,0,0,3,0,3,false,false,true
100000003069463100,peripheral,1.0000,24,0.2582,"вход 1/12 тыс KZT, выход 1/18 тыс KZT (пропуск 156%): признаков роли нет",1,1,11500,17920,1,1,1.5583,0.000286895,99,0,1,0,3,false,false,false
100000008474391100,peripheral,1.0000,20,0.3869,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20000,0,1,0,0.0000,0.000405037,0,0,2,0,3,false,false,true
100000003097324100,terminal,0.6300,18,0.6891,"конечный получатель: получил 294 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,294000,0,2,0,0.0000,0.00032423,0,0,3,0,3,false,false,true
100000001852140100,peripheral,1.0000,57,0.3945,"вход 1/30 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,30000,0,1,0,0.0000,0.000798289,0,0,1,11,3,false,false,true
100000003293377100,peripheral,1.0000,6,0.3756,"вход 1/50 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,50000,0,1,0,0.0000,0.000285644,0,0,3,0,3,false,false,true
100000006048193100,peripheral,1.0000,1,0.3772,"вход 1/42 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,41559,0,1,0,0.0000,0.00029479,0,0,2,0,3,false,false,true
100000002435265100,peripheral,0.7000,1,0.4312,"вход 1/133 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,132628,0,3,0,0.0000,0.000291455,0,0,2,0,3,false,false,true
100000004587414100,terminal,0.8300,6,0.7020,"конечный получатель: получил 534 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,533603,0,2,0,0.0000,0.00031311,0,0,3,0,3,false,false,true
100000001726614100,peripheral,0.6900,1,0.3924,"вход 1/139 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,138717,0,1,0,0.0000,0.000296245,0,0,1,0,3,false,false,true
100000003934614100,peripheral,1.0000,32,0.4151,"вход 2/17 тыс KZT, выход 1/12 тыс KZT (пропуск 68%): признаков роли нет",2,1,17000,11500,2,2,0.6765,0.000311711,0.333333,0,1,0,3,false,false,false
100000008772246100,peripheral,1.0000,0,0.3133,"вход 1/44 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,44500,0,1,0,0.0000,0.000290932,0,0,1,1,3,false,false,true
100000002603371100,peripheral,1.0000,1,0.2064,"вход 1/9 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,9300,0,1,0,0.0000,0.000287817,0,0,1,0,3,false,false,true
100000004445291100,peripheral,1.0000,23,0.3029,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,19500,0,2,0,0.0000,0.000317447,0,0,1,0,3,false,false,true
100000008571243100,peripheral,0.7000,8,0.4054,"вход 1/134 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,134000,0,1,0,0.0000,0.00030459,0,0,1,0,3,false,false,true
100000001138283100,peripheral,1.0000,5,0.4176,"вход 1/82 тыс KZT, выход 2/50 тыс KZT (пропуск 61%): признаков роли нет",1,2,81805,50000,1,2,0.6112,0.00030055,96,0,1,0,3,false,false,false
100000002593344100,terminal,0.7600,3,0.7141,"конечный получатель: получил 431 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,431000,0,2,0,0.0000,0.000356942,0,0,3,0,3,false,false,true
100000007390016100,peripheral,1.0000,68,0.6222,"вход 1/511 тыс KZT, выход 1/346 тыс KZT (пропуск 68%): признаков роли нет",1,1,511000,346500,13,14,0.6781,0.00193799,0,0,3,0,3,false,false,false
100000001285440100,terminal,0.5800,18,0.5984,"конечный получатель: получил 243 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,243000,0,2,0,0.0000,0.0003186,0,0,1,0,3,false,false,true
100000006746688100,peripheral,1.0000,0,0.3076,"вход 1/41 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,41000,0,1,0,0.0000,0.00029039,0,0,1,1,3,false,false,true
100000006471232100,peripheral,1.0000,0,0.3093,"вход 1/42 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,41800,0,1,0,0.0000,0.000290514,0,0,1,1,3,false,false,true
100000008662805100,peripheral,1.0000,0,0.2260,"вход 1/16 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,16500,0,1,0,0.0000,0.000286594,0,0,1,1,3,false,false,true
100000004292885100,peripheral,0.7200,0,0.3952,"вход 1/113 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,112700,0,1,0,0.0000,0.000301498,0,0,1,1,3,false,false,true
100000008190442100,peripheral,1.0000,0,0.2106,"вход 1/13 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,13000,0,1,0,0.0000,0.000286051,0,0,1,1,3,false,false,true
100000007131370100,transit,1.0000,15,0.5528,"транзит: получил 30 тыс KZT от 1, отдал 30 тыс KZT на 1 (пропуск 100%); в течение 2 дней ушло 0%",1,1,30000,30000,1,1,1.0000,0.00089236,0,0,3,0,3,false,false,false
100000008717802100,peripheral,1.0000,0,0.2702,"вход 1/26 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,26150,0,1,0,0.0000,0.000288089,0,0,1,1,3,false,false,true
100000005357034100,peripheral,1.0000,1,0.2427,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,9754,0,1,0,0.0000,0.000284583,0,0,2,0,3,false,false,true
100000005532138100,peripheral,1.0000,7,0.2858,"вход 1/25 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,25046,0,1,0,0.0000,0.000292202,0,0,1,0,3,false,false,true
100000005264874100,peripheral,1.0000,35,0.4031,"вход 1/30 тыс KZT, выход 2/78 тыс KZT (пропуск 260%): признаков роли нет",1,2,30000,78000,1,3,2.6000,0.000425698,4,0,1,0,3,false,false,false
100000008193258100,peripheral,1.0000,14,0.4050,"вход 1/75 тыс KZT, выход 1/30 тыс KZT (пропуск 40%): признаков роли нет",1,1,75000,30000,2,1,0.4000,0.000295756,97,0,1,0,3,false,false,false
100000003190207100,peripheral,1.0000,17,0.3260,"вход 1/5 тыс KZT, выход 1/377 тыс KZT (пропуск 7540%): признаков роли нет",1,1,5000,377000,1,8,75.4000,0.000297502,106,0,2,0,3,false,false,false
100000004321983100,peripheral,1.0000,25,0.3191,"вход 1/11 тыс KZT, выход 2/36 тыс KZT (пропуск 334%): признаков роли нет",1,2,10840,36200,1,3,3.3395,0.000324611,7,0,1,0,3,false,false,false
100000002633108100,peripheral,0.5100,13,0.4787,"вход 1/320 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,320000,0,3,0,0.0000,0.000374176,0,0,1,0,3,false,false,true
100000005941908100,peripheral,1.0000,13,0.3804,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,1,0,0.0000,0.000687434,0,0,2,0,3,false,false,true
100000001835625100,peripheral,1.0000,6,0.4021,"вход 1/75 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,75130,0,1,0,0.0000,0.000286452,0,0,3,0,3,false,false,true
100000008671081100,peripheral,1.0000,0,0.3001,"вход 1/37 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,37200,0,1,0,0.0000,0.000289801,0,0,1,1,3,false,false,true
100000002908521100,peripheral,1.0000,0,0.3133,"вход 1/44 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,44500,0,1,0,0.0000,0.000290932,0,0,1,1,3,false,false,true
100000000749118100,peripheral,1.0000,1,0.2961,"вход 1/10 тыс KZT, выход 1/16 тыс KZT (пропуск 160%): признаков роли нет",1,1,10330,16500,1,1,1.5973,0.000284615,97,0,2,0,3,false,false,false
100000008652094100,peripheral,1.0000,1,0.3285,"вход 1/35 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,35000,0,1,0,0.0000,0.000285995,0,0,2,0,3,false,false,true
100000007647294100,terminal,0.5500,33,0.5746,"конечный получатель: получил 385 тыс KZT от 1 (1 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",1,0,385000,0,1,0,0.0000,0.000574781,0,0,1,0,3,false,false,true
100000003270419100,peripheral,0.6800,12,0.5386,"вход 1/150 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,150000,0,1,0,0.0000,0.000826888,0,0,2,0,3,false,false,true
100000003050771100,peripheral,0.6000,12,0.5445,"вход 1/229 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,229000,0,1,0,0.0000,0.000368176,0,0,3,0,3,false,false,true
100000008427027100,peripheral,0.5300,2,0.5575,"вход 1/300 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,300000,0,1,0,0.0000,0.00054793,0,0,2,0,3,false,false,true
100000004291560100,peripheral,1.0000,1,0.3491,"вход 1/47 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,47190,0,1,0,0.0000,0.000286676,0,0,2,0,3,false,false,true
100000003594472100,peripheral,1.0000,29,0.2694,"вход 1/20 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,20000,0,1,0,0.0000,0.000292841,0,0,1,0,3,false,false,true
100000002575080100,transit,1.0000,15,0.5307,"транзит: получил 13 тыс KZT от 1, отдал 12 тыс KZT на 1 (пропуск 96%); в течение 2 дней ушло 100%",1,1,13000,12500,1,1,0.9615,0.000547644,100,0,3,0,3,false,false,false
100000008038077100,terminal,0.6700,6,0.5937,"конечный получатель: получил 500 тыс KZT от 1 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",1,0,499850,0,2,0,0.0000,0.000300103,0,0,3,0,3,false,false,true
100000003899325100,peripheral,1.0000,5,0.3388,"вход 1/50 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,50120,0,1,0,0.0000,0.000295023,0,0,1,0,3,false,false,true
100000001155773100,peripheral,1.0000,0,0.2509,"вход 1/22 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,21500,0,1,0,0.0000,0.000287368,0,0,1,1,3,false,false,true
100000000611474100,peripheral,1.0000,20,0.3923,"вход 1/32 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,32000,0,1,0,0.0000,0.000591952,0,0,1,0,3,false,false,true
100000006704530100,transit,0.9200,24,0.6238,"транзит: получил 450 тыс KZT от 1, отдал 428 тыс KZT на 3 (пропуск 95%); в течение 2 дней ушло 0%",1,3,450500,428000,1,5,0.9501,0.000396004,297,0,1,0,3,false,false,false
100000003996562100,peripheral,1.0000,30,0.2664,"вход 1/8 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,7700,0,1,0,0.0000,0.00032798,0,0,1,0,3,false,false,true
100000002646887100,peripheral,1.0000,3,0.2854,"вход 1/24 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,24354,0,1,0,0.0000,0.00029359,0,0,1,0,3,false,false,true
100000002556775100,peripheral,0.5300,6,0.5024,"вход 1/300 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,300000,0,1,0,0.0000,0.000293679,0,0,3,0,3,false,false,true
100000002722108100,terminal,0.6700,11,0.6000,"конечный получатель: получил 800 тыс KZT от 1 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",1,0,800000,0,2,0,0.0000,0.00032187,0,0,2,0,3,false,false,true
100000002737980100,peripheral,1.0000,4,0.3616,"вход 1/33 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,32900,0,1,0,0.0000,0.000293827,0,0,2,0,3,false,false,true
100000002913340100,peripheral,1.0000,0,0.2575,"вход 1/24 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,23600,0,1,0,0.0000,0.000287694,0,0,1,1,3,false,false,true
100000003610172100,peripheral,1.0000,6,0.3976,"вход 1/70 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,70000,0,1,0,0.0000,0.000286287,0,0,3,0,3,false,false,true
100000001052945100,peripheral,1.0000,56,0.4110,"вход 1/57 тыс KZT, выход 3/1.6 млн KZT (пропуск 2823%): признаков роли нет",1,3,56520,1595700,1,6,28.2325,0.000299958,291,0,1,0,3,false,false,false
100000002369510100,peripheral,1.0000,0,0.2998,"вход 1/37 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,37150,0,1,0,0.0000,0.000289793,0,0,1,1,3,false,false,true
100000001954534100,peripheral,1.0000,1,0.3464,"вход 1/13 тыс KZT, выход 1/40 тыс KZT (пропуск 308%): признаков роли нет",1,1,13000,40000,1,1,3.0769,0.000364753,99,0,1,0,3,false,false,false
100000008488166100,peripheral,1.0000,0,0.1791,"вход 1/6 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,5600,0,1,0,0.0000,0.000284905,0,0,1,1,3,false,false,true
100000005100475100,peripheral,1.0000,7,0.3609,"вход 1/40 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,40000,0,1,0,0.0000,0.000335876,0,0,1,0,3,false,false,true
100000002708624100,peripheral,1.0000,23,0.3279,"вход 1/25 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,25000,0,1,0,0.0000,0.000326871,0,0,1,0,3,false,false,true
100000004591973100,peripheral,1.0000,9,0.3978,"вход 1/10 тыс KZT, выход 1/100 тыс KZT (пропуск 1000%): признаков роли нет",1,1,10000,100000,1,1,10.0000,0.000396725,103,0,2,0,3,false,false,false
100000000802149100,peripheral,0.7300,1,0.3734,"вход 1/104 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,104128,0,1,0,0.0000,0.000293201,0,0,1,0,3,false,false,true
100000003095610100,peripheral,1.0000,8,0.2802,"вход 1/24 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,23665,0,1,0,0.0000,0.000292793,0,0,1,0,3,false,false,true
100000004183610100,peripheral,1.0000,12,0.4247,"вход 1/22 тыс KZT, выход 1/915 тыс KZT (пропуск 4159%): признаков роли нет",1,1,22000,915000,1,3,41.5909,0.000338828,99,0,2,0,3,false,false,false
100000005198906100,peripheral,1.0000,6,0.5270,"вход 1/228 тыс KZT, выход 1/60 тыс KZT (пропуск 26%): признаков роли нет",1,1,227970,60000,1,1,0.2632,0.000291364,97,0,3,0,3,false,false,false
100000008599354100,peripheral,1.0000,1,0.5347,"вход 1/177 тыс KZT, выход 1/38 тыс KZT (пропуск 22%): признаков роли нет",1,1,177000,38200,1,2,0.2158,0.000329833,22,0,2,0,3,false,false,false
100000001303311100,terminal,1.0000,18,0.7783,"конечный получатель: получил 1.3 млн KZT от 5 (5 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",5,0,1324000,0,5,0,0.0000,0.000498733,0,0,3,0,3,false,false,true
100000008776420100,peripheral,1.0000,0,0.3540,"вход 1/70 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,69500,0,1,0,0.0000,0.000294805,0,0,1,1,3,false,false,true
100000004737764100,terminal,0.6700,2,0.5937,"конечный получатель: получил 600 тыс KZT от 1 (1 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",1,0,600000,0,1,0,0.0000,0.000672167,0,0,1,0,3,false,false,true
100000003154105100,peripheral,0.7700,19,0.4841,"вход 1/60 тыс KZT, выход 7/338 тыс KZT (пропуск 563%): признаков роли нет",1,7,60000,338000,1,9,5.6333,0.000547059,707,0,1,0,3,false,false,false
100000008708025100,peripheral,1.0000,26,0.2595,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10000,0,1,0,0.0000,0.00030753,0,0,1,0,3,false,false,true
100000008740793100,peripheral,1.0000,0,0.2492,"вход 1/21 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,21000,0,1,0,0.0000,0.000287291,0,0,1,1,3,false,false,true
100000008459449100,peripheral,1.0000,1,0.4039,"вход 1/54 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,53700,0,1,0,0.0000,0.000297931,0,0,2,0,3,false,false,true
100000008677518100,peripheral,1.0000,0,0.3226,"вход 1/49 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,48700,0,1,0,0.0000,0.000291583,0,0,1,1,3,false,false,true
100000002212494100,peripheral,0.6700,29,0.4432,"вход 1/160 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,160000,0,1,0,0.0000,0.000354468,0,0,1,0,3,false,false,true
100000001825934100,peripheral,1.0000,35,0.4241,"вход 1/40 тыс KZT, выход 1/97 тыс KZT (пропуск 242%): признаков роли нет",1,1,40000,97000,1,1,2.4250,0.000472919,5,0,1,0,3,false,false,false
100000003736419100,peripheral,1.0000,1,0.3670,"вход 1/23 тыс KZT, выход 1/10 тыс KZT (пропуск 43%): признаков роли нет",1,1,23300,10000,1,1,0.4292,0.000290066,97,0,2,0,3,false,false,false
100000008430691100,peripheral,1.0000,4,0.3402,"вход 1/20 тыс KZT, выход 2/605 тыс KZT (пропуск 3024%): признаков роли нет",1,2,20000,604900,1,2,30.2450,0.000305287,99,0,1,0,3,false,false,false
100000003073635100,peripheral,0.7000,5,0.4103,"вход 1/129 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,129231,0,1,0,0.0000,0.000310123,0,0,1,0,3,false,false,true
100000001686328100,peripheral,0.6900,3,0.4724,"вход 1/140 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,140000,0,1,0,0.0000,0.000313326,0,0,2,0,3,false,false,true
100000008707810100,peripheral,1.0000,0,0.2714,"вход 1/26 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,26200,0,1,0,0.0000,0.000288097,0,0,1,1,3,false,false,true
100000001236706100,peripheral,0.6300,12,0.7417,"вход 3/143 тыс KZT, выход 2/36 тыс KZT (пропуск 25%): признаков роли нет",3,2,142700,36000,3,2,0.2523,0.000761276,198,0,5,0,3,false,false,false
100000008536546100,terminal,0.5800,18,0.6509,"конечный получатель: получил 250 тыс KZT от 2 (2 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,250000,0,2,0,0.0000,0.000315511,0,0,2,0,3,false,false,true
100000007140834100,peripheral,1.0000,7,0.3308,"вход 1/10 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,10200,0,2,0,0.0000,0.000707612,0,0,1,0,3,false,false,true
100000007022818100,peripheral,1.0000,0,0.2291,"вход 1/17 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,17200,0,1,0,0.0000,0.000286702,0,0,1,1,3,false,false,true
100000007484343100,peripheral,0.6400,1,0.4122,"вход 2/27 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",2,0,26757,0,2,0,0.0000,0.000287573,0,0,2,0,3,false,false,true
100000001379511100,peripheral,1.0000,3,0.3633,"вход 1/55 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,55000,0,1,0,0.0000,0.000305612,0,0,1,0,3,false,false,true
100000004569484100,coordinator,0.8800,8,0.7606,"координация: вход 2/98 тыс KZT, выход 4/156 тыс KZT; посредничество top-3% (14098), кластеров на входе 2, seed выше по цепочке 2",2,4,98312,156000,3,4,1.5868,0.000317631,14097.6,0,2,0,3,false,false,false
100000002948492100,peripheral,1.0000,13,0.2728,"вход 1/24 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,23660,0,1,0,0.0000,0.000290702,0,0,1,0,3,false,false,true
100000002116705100,peripheral,1.0000,0,0.2319,"вход 1/18 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,17600,0,1,0,0.0000,0.000286764,0,0,1,1,3,false,false,true
100000002481974100,peripheral,1.0000,5,0.6001,"вход 2/89 тыс KZT, выход 2/318 тыс KZT (пропуск 356%): признаков роли нет",2,2,89447,318000,2,4,3.5552,0.000329812,196,0,2,0,3,false,false,false
100000003920950100,peripheral,0.5100,7,0.4821,"вход 1/323 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,323290,0,1,0,0.0000,0.00038942,0,0,1,0,3,false,false,true
100000000733451100,peripheral,1.0000,12,0.5353,"вход 1/70 тыс KZT, выход 1/300 тыс KZT (пропуск 429%): признаков роли нет",1,1,70000,300000,2,1,4.2857,0.000537367,124,0,2,0,3,false,false,false
100000005182219100,peripheral,0.6100,6,0.5600,"вход 2/55 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",2,0,55000,0,2,0,0.0000,0.000352094,0,0,3,0,3,false,false,true
100000008633099100,peripheral,1.0000,7,0.3009,"вход 1/19 тыс KZT, выход 1/14 тыс KZT (пропуск 69%): признаков роли нет",1,1,19468,13500,1,1,0.6934,0.000290383,97,0,1,0,3,false,false,false
100000001380107100,peripheral,1.0000,54,0.2597,"вход 1/6 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,6000,0,1,0,0.0000,0.000289377,0,0,2,0,3,false,false,true
100000008755168100,peripheral,1.0000,0,0.2319,"вход 1/18 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,17600,0,1,0,0.0000,0.000286764,0,0,1,1,3,false,false,true
100000002628576100,transit,0.7700,6,0.7692,"транзит: получил 728 тыс KZT от 2, отдал 539 тыс KZT на 2 (пропуск 74%); в течение 2 дней ушло 100%",2,2,727882,539000,3,2,0.7405,0.000309651,194,0,3,0,3,false,false,false
100000001611488100,terminal,0.8300,6,0.7726,"конечный получатель: получил 779 тыс KZT от 2 (3 перев.), исходящих ≥5000 нет, хотя обход шёл дальше (колено 3)",2,0,779300,0,3,0,0.0000,0.000871594,0,0,3,0,3,false,false,true
100000005375968100,peripheral,1.0000,1,0.5021,"вход 1/170 тыс KZT, выход 2/86 тыс KZT (пропуск 51%): признаков роли нет",1,2,170082,86000,1,4,0.5056,0.000293549,194,0,2,0,3,false,false,false
100000003581109100,peripheral,1.0000,1,0.3404,"вход 1/43 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,42750,0,1,0,0.0000,0.000286428,0,0,2,0,3,false,false,true
100000002933386100,peripheral,1.0000,2,0.3899,"вход 1/15 тыс KZT, выход 1/58 тыс KZT (пропуск 387%): признаков роли нет",1,1,15000,58000,1,1,3.8667,0.000648635,101,0,1,0,3,false,false,false
100000002284426100,peripheral,1.0000,6,0.4144,"вход 1/90 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,90000,0,2,0,0.0000,0.00028693,0,0,3,0,3,false,false,true
100000008579978100,peripheral,1.0000,6,0.3933,"вход 1/34 тыс KZT, выход 1/77 тыс KZT (пропуск 226%): признаков роли нет",1,1,34000,77000,1,6,2.2647,0.00028513,97,0,3,0,3,false,false,false
100000001549194100,peripheral,1.0000,13,0.3334,"вход 1/46 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,46500,0,1,0,0.0000,0.000297136,0,0,1,0,3,false,false,true
100000001427082100,peripheral,0.8300,19,0.3897,"вход 1/5 тыс KZT, выход 5/125 тыс KZT (пропуск 2498%): признаков роли нет",1,5,5000,124900,1,6,24.9800,0.000436654,396,0,2,0,3,false,false,false
100000004657034100,peripheral,0.6900,6,0.4489,"вход 1/141 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,141250,0,1,0,0.0000,0.000288577,0,0,3,0,3,false,false,true
100000003796063100,distributor,0.5000,6,0.5675,"веер: 15 получателей, 23 переводов на 959 тыс KZT; входов 1 на 35 тыс KZT",1,15,35000,959150,1,23,27.4043,0.000680853,5949.76,0,1,0,3,false,false,false
100000005268319100,peripheral,0.8300,6,0.3163,"вход 1/20 тыс KZT, выход 5/91 тыс KZT (пропуск 462%): признаков роли нет",1,5,19713,91000,2,10,4.6163,0.000292048,204.262,0,1,0,3,false,false,false
100000008744799100,peripheral,1.0000,0,0.2090,"вход 1/13 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,12600,0,1,0,0.0000,0.000285989,0,0,1,1,3,false,false,true
100000008677215100,peripheral,1.0000,20,0.3026,"вход 1/9 тыс KZT, выход 0/0 KZT (пропуск 0%): признаков роли нет",1,0,9000,0,1,0,0.0000,0.000302937,0,0,2,0,3,false,false,true
100000007593823100,coordinator,0.7700,1,0.6840,"координация: вход 3/25 тыс KZT, выход 13/163 тыс KZT; посредничество top-3% (3438), кластеров на входе 2, seed выше по цепочке 4",3,13,25000,162900,3,21,6.5160,0.000289021,3438.46,0,4,0,3,false,false,false
